"날짜","종가","시가","고가","저가","거래량","변동 %"
"2014- 11- 13","204.19","204.16","204.83","203.21","85.36M","0.11%"
"2014- 11- 12","203.96","203.35","204.24","203.31","90.12M","-0.11%"
"2014- 11- 11","204.18","204.06","204.31","203.65","54.50M","0.10%"
"2014- 11- 10","203.98","203.38","204.04","203.13","66.32M","0.31%"
"2014- 11- 07","203.34","203.17","203.60","202.61","89.54M","0.09%"
"2014- 11- 06","203.15","202.39","203.26","201.64","107.09M","0.40%"
"2014- 11- 05","202.34","202.54","202.59","201.45","91.71M","0.63%"
"2014- 11- 04","201.07","201.23","201.60","200.06","93.34M","-0.35%"
"2014- 11- 03","201.77","201.92","202.45","201.31","93.73M","0.05%"
"2014- 10- 31","201.66","201.78","201.82","200.77","146.90M","1.14%"
"2014- 10- 30","199.38","197.58","199.95","197.40","113.33M","0.64%"
"2014- 10- 29","198.11","198.55","199.12","196.80","142.56M","-0.15%"
"2014- 10- 28","198.41","196.82","198.42","196.73","106.74M","1.15%"
"2014- 10- 27","196.16","195.73","196.45","195.03","82.95M","-0.14%"
"2014- 10- 24","196.43","195.25","196.49","194.49","117.93M","0.77%"
"2014- 10- 23","194.93","194.62","196.20","194.26","154.94M","1.16%"
"2014- 10- 22","192.69","194.41","194.91","192.61","151.82M","-0.71%"
"2014- 10- 21","194.07","191.68","194.20","191.48","154.95M","1.98%"
"2014- 10- 20","190.30","188.13","190.45","188.07","130.01M","0.97%"
"2014- 10- 17","188.47","188.42","189.75","187.62","214.62M","1.18%"
"2014- 10- 16","186.27","183.06","187.58","182.89","270.39M","-0.09%"
"2014- 10- 15","186.43","185.16","187.69","181.92","380.71M","-0.68%"
"2014- 10- 14","187.70","188.42","189.82","187.04","215.85M","0.15%"
"2014- 10- 13","187.41","190.46","191.15","187.30","230.94M","-1.64%"
"2014- 10- 10","190.54","192.69","193.65","190.49","221.91M","-1.14%"
"2014- 10- 09","192.74","196.33","196.60","192.58","210.70M","-1.98%"
"2014- 10- 08","196.64","193.37","196.92","192.36","186.46M","1.75%"
"2014- 10- 07","193.26","195.28","195.72","193.22","147.91M","-1.54%"
"2014- 10- 06","196.29","197.34","197.60","195.58","104.78M","-0.12%"
"2014- 10- 03","196.52","195.68","196.94","195.08","121.57M","1.10%"
"2014- 10- 02","194.38","194.18","195.06","192.35","157.29M","0.02%"
"2014- 10- 01","194.35","196.70","196.77","193.91","177.80M","-1.36%"
"2014- 09- 30","197.02","197.69","198.30","196.61","131.30M","-0.26%"
"2014- 09- 29","197.54","196.20","197.89","196.05","95.11M","-0.18%"
"2014- 09- 26","197.90","196.70","198.39","196.42","103.55M","0.79%"
"2014- 09- 25","196.34","199.04","199.05","196.27","150.30M","-1.61%"
"2014- 09- 24","199.56","198.04","199.69","197.52","107.28M","0.78%"
"2014- 09- 23","198.01","198.43","199.26","197.95","111.39M","-0.57%"
"2014- 09- 22","199.15","200.35","200.38","198.73","125.55M","-0.77%"
"2014- 09- 19","200.70","201.52","201.90","200.29","121.65M","-0.55%"
"2014- 09- 18","201.82","201.36","201.85","201.10","94.99M","0.53%"
"2014- 09- 17","200.75","200.77","201.68","199.75","151.27M","0.13%"
"2014- 09- 16","200.48","198.61","200.84","198.50","116.20M","0.75%"
"2014- 09- 15","198.98","199.16","199.32","198.38","76.40M","-0.08%"
"2014- 09- 12","199.13","200.10","200.12","198.56","117.48M","-0.58%"
"2014- 09- 11","200.30","199.27","200.33","199.12","66.82M","0.11%"
"2014- 09- 10","200.07","199.43","200.20","198.77","67.25M","0.38%"
"2014- 09- 09","199.32","200.41","200.55","198.91","88.59M","-0.63%"
"2014- 09- 08","200.59","200.92","201.21","200.00","64.15M","-0.26%"
"2014- 09- 05","201.11","200.17","201.19","199.41","102.18M","0.45%"
"2014- 09- 04","200.21","200.84","201.58","199.66","85.24M","-0.14%"
"2014- 09- 03","200.50","201.38","201.41","200.22","57.46M","-0.05%"
"2014- 09- 02","200.61","200.97","201.00","199.86","72.43M","-0.05%"
"2014- 08- 29","200.71","200.45","200.73","199.82","65.91M","0.28%"
"2014- 08- 28","200.14","199.59","200.27","199.39","58.33M","-0.05%"
"2014- 08- 27","200.25","200.43","200.57","199.94","47.87M","-0.04%"
"2014- 08- 26","200.33","200.33","200.82","200.28","47.30M","0.06%"
"2014- 08- 25","200.20","200.14","200.59","199.15","63.86M","0.51%"
"2014- 08- 22","199.19","199.34","199.69","198.74","76.11M","-0.16%"
"2014- 08- 21","199.50","199.09","199.76","198.93","67.79M","0.29%"
"2014- 08- 20","198.92","198.12","199.16","198.08","72.76M","0.27%"
"2014- 08- 19","198.39","197.84","198.54","197.44","59.13M","0.52%"
"2014- 08- 18","197.36","196.80","197.45","196.69","75.42M","0.84%"
"2014- 08- 15","195.72","196.47","196.65","194.31","139.95M","-0.02%"
"2014- 08- 14","195.76","195.16","195.76","194.98","57.37M","0.47%"
"2014- 08- 13","194.84","194.29","195.06","193.96","69.05M","0.68%"
"2014- 08- 12","193.53","193.61","194.15","192.94","73.63M","-0.13%"
"2014- 08- 11","193.79","193.97","194.66","193.71","74.54M","0.28%"
"2014- 08- 08","193.24","191.46","193.37","190.95","117.01M","1.16%"
"2014- 08- 07","191.03","192.94","193.13","190.55","135.73M","-0.54%"
"2014- 08- 06","192.07","191.11","192.89","191.08","94.82M","0.03%"
"2014- 08- 05","192.01","193.10","193.60","191.31","152.69M","-0.97%"
"2014- 08- 04","193.89","192.87","194.30","192.05","91.34M","0.72%"
"2014- 08- 01","192.50","192.56","193.76","191.57","189.26M","-0.31%"
"2014- 07- 31","193.09","195.61","195.78","192.97","183.48M","-1.97%"
"2014- 07- 30","196.98","197.65","197.91","196.16","104.22M","0.02%"
"2014- 07- 29","196.95","198.17","198.45","196.92","80.47M","-0.43%"
"2014- 07- 28","197.80","197.76","198.09","196.62","69.26M","0.04%"
"2014- 07- 25","197.72","198.09","198.26","197.33","76.84M","-0.47%"
"2014- 07- 24","198.65","198.83","199.06","198.45","56.89M","0.01%"
"2014- 07- 23","198.64","198.50","198.85","198.10","65.61M","0.22%"
"2014- 07- 22","198.20","198.01","198.56","197.87","67.68M","0.44%"
"2014- 07- 21","197.34","197.09","197.50","196.43","67.59M","-0.19%"
"2014- 07- 18","197.71","196.35","197.91","196.24","124.33M","1.02%"
"2014- 07- 17","195.71","197.35","198.10","195.43","145.40M","-1.14%"
"2014- 07- 16","197.96","198.11","198.26","197.42","80.07M","0.37%"
"2014- 07- 15","197.23","197.72","198.10","196.36","111.35M","-0.19%"
"2014- 07- 14","197.60","197.61","197.86","197.44","58.66M","0.50%"
"2014- 07- 11","196.61","196.22","196.75","195.78","64.24M","0.14%"
"2014- 07- 10","196.34","195.22","196.86","195.06","99.04M","-0.40%"
"2014- 07- 09","197.12","196.73","197.29","196.31","72.99M","0.45%"
"2014- 07- 08","196.24","197.15","197.22","195.76","108.14M","-0.64%"
"2014- 07- 07","197.51","197.82","197.98","197.22","61.70M","-0.35%"
"2014- 07- 03","198.20","197.79","198.29","197.64","52.94M","0.49%"
"2014- 07- 02","197.23","197.05","197.48","196.96","52.47M","0.10%"
"2014- 07- 01","197.03","196.20","197.63","196.13","90.47M","0.67%"
"2014- 06- 30","195.72","195.70","196.16","195.53","70.50M","-0.05%"
"2014- 06- 27","195.82","194.98","195.88","194.88","71.45M","0.19%"
"2014- 06- 26","195.44","195.61","195.63","194.13","84.31M","-0.07%"
"2014- 06- 25","195.58","194.29","195.78","194.25","82.78M","0.45%"
"2014- 06- 24","194.70","195.53","196.50","194.48","96.24M","-0.60%"
"2014- 06- 23","195.88","195.99","196.05","195.52","70.61M","-0.03%"
"2014- 06- 20","195.94","196.03","196.10","195.70","100.59M","-0.27%"
"2014- 06- 19","196.48","196.43","196.60","195.80","85.93M","0.12%"
"2014- 06- 18","196.25","194.83","196.37","194.40","105.27M","0.73%"
"2014- 06- 17","194.83","194.02","194.97","193.81","84.83M","0.28%"
"2014- 06- 16","194.29","193.89","194.70","193.66","87.42M","0.08%"
"2014- 06- 13","194.13","193.92","194.32","193.30","82.02M","0.30%"
"2014- 06- 12","193.54","194.69","194.80","193.11","106.35M","-0.71%"
"2014- 06- 11","194.92","194.90","195.12","194.48","68.77M","-0.35%"
"2014- 06- 10","195.60","195.34","195.64","194.92","57.13M","0.01%"
"2014- 06- 09","195.58","195.35","196.05","195.17","65.12M","0.10%"
"2014- 06- 06","195.38","194.87","195.43","194.78","78.70M","0.48%"
"2014- 06- 05","194.45","193.41","194.65","192.70","92.10M","0.65%"
"2014- 06- 04","193.19","192.47","193.30","192.26","55.53M","0.20%"
"2014- 06- 03","192.80","192.43","192.90","192.25","65.05M","-0.05%"
"2014- 06- 02","192.90","192.95","192.99","191.97","64.66M","0.11%"
"2014- 05- 30","192.68","192.19","192.80","192.03","76.32M","0.16%"
"2014- 05- 29","192.37","191.82","192.40","191.33","64.38M","0.52%"
"2014- 05- 28","191.38","191.52","191.82","191.06","66.72M","-0.07%"
"2014- 05- 27","191.52","191.06","191.58","190.95","72.01M","0.61%"
"2014- 05- 23","190.35","189.76","190.48","189.59","60.16M","0.40%"
"2014- 05- 22","189.59","189.18","189.98","188.86","61.55M","0.24%"
"2014- 05- 21","189.13","188.09","189.22","188.06","89.09M","0.84%"
"2014- 05- 20","187.55","188.65","188.67","187.07","111.64M","-0.63%"
"2014- 05- 19","188.74","187.69","188.89","187.52","63.84M","0.37%"
"2014- 05- 16","188.05","187.51","188.13","186.72","97.46M","0.35%"
"2014- 05- 15","187.40","188.68","188.72","186.48","154.96M","-0.88%"
"2014- 05- 14","189.06","189.79","189.88","188.79","72.37M","-0.47%"
"2014- 05- 13","189.96","190.04","190.42","189.77","66.45M","0.09%"
"2014- 05- 12","189.78","188.80","189.88","188.00","86.94M","0.97%"
"2014- 05- 09","187.96","187.71","188.04","186.83","83.68M","0.15%"
"2014- 05- 08","187.68","187.71","189.05","187.08","93.62M","-0.11%"
"2014- 05- 07","187.88","187.41","187.97","186.01","106.50M","0.59%"
"2014- 05- 06","186.78","188.00","188.13","186.74","85.45M","-0.87%"
"2014- 05- 05","188.42","187.14","188.55","186.62","75.88M","0.19%"
"2014- 05- 02","188.06","188.31","189.14","187.78","98.12M","-0.14%"
"2014- 05- 01","188.32","188.22","188.84","187.73","93.02M","0.01%"
"2014- 04- 30","188.31","187.44","188.50","187.18","101.51M","0.30%"
"2014- 04- 29","187.75","187.48","188.04","187.08","84.10M","0.47%"
"2014- 04- 28","186.88","187.05","187.69","184.96","135.12M","0.32%"
"2014- 04- 25","186.29","187.22","187.33","185.87","100.38M","-0.82%"
"2014- 04- 24","187.83","188.37","188.39","186.93","88.17M","0.20%"
"2014- 04- 23","187.45","187.82","187.92","187.30","73.87M","-0.23%"
"2014- 04- 22","187.89","187.23","188.40","187.13","85.79M","0.45%"
"2014- 04- 21","187.04","186.44","187.10","186.21","68.33M","0.35%"
"2014- 04- 17","186.39","185.88","186.91","185.56","105.25M","0.15%"
"2014- 04- 16","186.12","185.47","186.14","184.65","105.20M","1.04%"
"2014- 04- 15","184.20","183.32","184.33","181.51","157.09M","0.69%"
"2014- 04- 14","182.94","182.93","183.37","181.44","132.38M","0.79%"
"2014- 04- 11","181.51","182.14","183.42","181.31","167.25M","-0.90%"
"2014- 04- 10","183.16","187.08","187.17","182.93","172.96M","-2.10%"
"2014- 04- 09","187.09","185.60","187.15","185.06","100.25M","1.08%"
"2014- 04- 08","185.10","184.26","185.40","183.59","112.66M","0.41%"
"2014- 04- 07","184.34","185.95","186.26","183.96","140.80M","-1.11%"
"2014- 04- 04","186.40","189.66","189.70","186.10","169.38M","-1.18%"
"2014- 04- 03","188.63","189.17","189.22","188.05","77.44M","-0.13%"
"2014- 04- 02","188.88","188.49","189.13","188.14","78.77M","0.33%"
"2014- 04- 01","188.25","187.62","188.36","187.00","89.19M","0.66%"
"2014- 03- 31","187.01","186.67","187.30","185.52","99.74M","0.82%"
"2014- 03- 28","185.49","185.10","186.42","185.00","101.64M","0.49%"
"2014- 03- 27","184.58","184.75","185.34","183.90","142.38M","-0.21%"
"2014- 03- 26","184.97","187.04","187.34","184.92","119.84M","-0.72%"
"2014- 03- 25","186.31","186.37","186.94","185.27","103.85M","0.47%"
"2014- 03- 24","185.43","186.84","187.07","184.62","121.41M","-0.41%"
"2014- 03- 21","186.20","187.71","189.02","186.03","163.13M","-0.83%"
"2014- 03- 20","187.75","186.25","187.89","185.92","117.24M","0.58%"
"2014- 03- 19","186.66","187.68","187.94","185.47","176.27M","-0.53%"
"2014- 03- 18","187.66","186.71","187.91","186.51","101.80M","0.71%"
"2014- 03- 17","186.33","185.59","186.77","185.51","98.36M","0.90%"
"2014- 03- 14","184.66","184.85","185.80","184.44","153.92M","-0.28%"
"2014- 03- 13","185.18","187.84","187.99","184.66","155.01M","-1.12%"
"2014- 03- 12","187.28","186.32","187.35","185.90","104.82M","0.03%"
"2014- 03- 11","187.23","188.44","188.71","186.80","99.01M","-0.49%"
"2014- 03- 10","188.16","187.97","188.23","187.08","74.94M","-0.05%"
"2014- 03- 07","188.26","188.96","188.96","187.43","114.51M","0.04%"
"2014- 03- 06","188.18","188.21","188.61","187.78","82.52M","0.23%"
"2014- 03- 05","187.75","187.74","188.07","187.45","88.38M","0.09%"
"2014- 03- 04","187.58","186.79","187.98","186.75","167.55M","1.41%"
"2014- 03- 03","184.98","184.65","185.45","183.75","167.75M","-0.70%"
"2014- 02- 28","186.29","185.79","187.15","185.05","150.84M","0.25%"
"2014- 02- 27","185.82","184.58","185.87","184.37","93.88M","0.52%"
"2014- 02- 26","184.85","185.11","185.60","184.33","98.68M","0.01%"
"2014- 02- 25","184.84","185.06","185.59","184.23","117.08M","-0.04%"
"2014- 02- 24","184.91","184.28","186.15","184.20","114.06M","0.55%"
"2014- 02- 21","183.89","184.45","184.89","183.80","118.12M","-0.11%"
"2014- 02- 20","184.10","183.27","184.52","182.60","105.00M","0.59%"
"2014- 02- 19","183.02","183.76","184.95","182.87","126.52M","-0.66%"
"2014- 02- 18","184.24","184.18","184.49","183.65","80.46M","0.12%"
"2014- 02- 14","184.02","182.84","184.36","182.67","96.50M","0.55%"
"2014- 02- 13","183.01","180.84","183.20","180.83","100.54M","0.52%"
"2014- 02- 12","182.07","182.25","182.83","181.71","94.72M","0.05%"
"2014- 02- 11","181.98","180.16","182.44","180.04","117.81M","1.09%"
"2014- 02- 10","180.01","179.70","180.07","179.21","92.22M","0.18%"
"2014- 02- 07","179.68","178.31","179.87","177.73","170.79M","1.24%"
"2014- 02- 06","177.48","175.58","177.48","175.22","132.88M","1.32%"
"2014- 02- 05","175.17","174.78","175.56","173.71","164.23M","-0.12%"
"2014- 02- 04","175.38","174.95","175.84","174.11","165.01M","0.69%"
"2014- 02- 03","174.17","177.97","178.37","173.83","254.84M","-2.25%"
"2014- 01- 31","178.18","177.01","179.29","176.92","194.68M","-0.59%"
"2014- 01- 30","179.23","178.83","179.81","178.26","118.94M","1.06%"
"2014- 01- 29","177.35","177.58","178.55","176.88","216.60M","-0.96%"
"2014- 01- 28","179.07","178.14","179.30","178.12","110.46M","0.60%"
"2014- 01- 27","178.01","179.06","179.52","177.12","180.84M","-0.49%"
"2014- 01- 24","178.89","181.60","181.66","178.83","208.68M","-2.13%"
"2014- 01- 23","182.79","183.37","183.40","181.82","132.50M","-0.82%"
"2014- 01- 22","184.30","184.49","184.57","183.91","61.27M","0.07%"
"2014- 01- 21","184.18","184.70","184.77","183.05","88.62M","0.30%"
"2014- 01- 17","183.63","184.10","184.45","183.32","107.85M","-0.43%"
"2014- 01- 16","184.42","184.28","184.66","183.83","72.29M","-0.13%"
"2014- 01- 15","184.66","184.10","184.94","183.71","98.53M","0.54%"
"2014- 01- 14","183.67","182.29","183.77","181.95","105.02M","1.09%"
"2014- 01- 13","181.69","183.67","184.18","181.34","149.89M","-1.33%"
"2014- 01- 10","184.14","183.95","184.22","183.01","102.03M","0.27%"
"2014- 01- 09","183.64","184.11","184.13","182.79","90.68M","0.07%"
"2014- 01- 08","183.52","183.45","183.83","182.89","96.58M","0.02%"
"2014- 01- 07","183.48","183.09","183.79","182.95","86.14M","0.61%"
"2014- 01- 06","182.36","183.49","183.56","182.08","108.03M","-0.28%"
"2014- 01- 03","182.88","183.23","183.60","182.63","81.39M","-0.02%"
"2014- 01- 02","182.92","183.98","184.07","182.48","119.64M","-0.96%"
"2013- 12- 31","184.69","184.07","184.69","183.93","86.25M","0.47%"
"2013- 12- 30","183.82","183.87","184.02","183.58","56.86M","-0.01%"
"2013- 12- 27","183.84","184.10","184.18","183.66","61.81M","-0.01%"
"2013- 12- 26","183.85","183.34","183.96","183.32","63.37M","0.50%"
"2013- 12- 24","182.93","182.54","183.01","182.53","45.37M","0.22%"
"2013- 12- 23","182.53","182.45","182.64","182.06","85.60M","0.53%"
"2013- 12- 20","181.56","180.69","181.99","180.57","197.09M","0.04%"
"2013- 12- 19","181.49","181.18","181.70","180.71","136.30M","-0.12%"
"2013- 12- 18","181.70","178.92","181.73","177.32","234.91M","1.71%"
"2013- 12- 17","178.65","179.38","179.41","178.25","89.89M","-0.32%"
"2013- 12- 16","179.22","178.95","179.81","178.90","96.19M","0.62%"
"2013- 12- 13","178.11","178.50","178.66","177.77","107.81M","-0.01%"
"2013- 12- 12","178.13","178.64","178.86","177.76","115.56M","-0.33%"
"2013- 12- 11","178.72","180.82","180.85","178.50","130.59M","-1.12%"
"2013- 12- 10","180.75","180.98","181.36","180.63","80.98M","-0.36%"
"2013- 12- 09","181.40","181.47","181.67","181.16","70.12M","0.25%"
"2013- 12- 06","180.94","180.67","181.11","180.15","127.73M","1.12%"
"2013- 12- 05","178.94","179.41","179.74","178.77","106.93M","-0.44%"
"2013- 12- 04","179.73","179.10","180.48","178.35","123.03M","-0.01%"
"2013- 12- 03","179.75","179.94","180.39","179.17","116.56M","-0.43%"
"2013- 12- 02","180.53","181.09","181.43","180.25","99.73M","-0.26%"
"2013- 11- 29","181.00","181.32","181.75","180.80","55.87M","-0.07%"
"2013- 11- 27","181.12","180.87","181.24","180.65","58.80M","0.24%"
"2013- 11- 26","180.68","180.72","181.22","180.41","86.99M","0.03%"
"2013- 11- 25","180.63","181.13","181.17","180.37","79.49M","-0.10%"
"2013- 11- 22","180.81","179.98","180.83","179.77","81.30M","0.50%"
"2013- 11- 21","179.91","178.97","180.05","178.86","92.84M","0.81%"
"2013- 11- 20","178.47","179.39","179.93","177.98","124.91M","-0.31%"
"2013- 11- 19","179.03","179.33","179.87","178.72","93.89M","-0.22%"
"2013- 11- 18","179.42","180.35","180.50","179.02","104.80M","-0.35%"
"2013- 11- 15","180.05","179.56","180.12","179.33","102.82M","0.44%"
"2013- 11- 14","179.27","178.54","179.42","178.25","103.44M","0.50%"
"2013- 11- 13","178.38","176.09","178.43","176.09","103.84M","0.80%"
"2013- 11- 12","176.96","176.94","177.36","176.37","83.99M","-0.20%"
"2013- 11- 11","177.32","177.12","177.53","176.91","62.61M","0.02%"
"2013- 11- 08","177.29","174.87","177.31","174.85","136.71M","1.35%"
"2013- 11- 07","174.93","177.50","177.64","174.76","157.00M","-1.26%"
"2013- 11- 06","177.17","177.03","177.50","176.54","87.35M","0.51%"
"2013- 11- 05","176.27","176.14","176.75","175.57","85.82M","-0.32%"
"2013- 11- 04","176.83","176.69","176.90","175.98","85.68M","0.35%"
"2013- 11- 01","176.21","176.02","176.61","175.22","142.81M","0.24%"
"2013- 10- 31","175.79","176.15","176.89","175.53","133.80M","-0.28%"
"2013- 10- 30","176.29","177.38","177.51","175.66","140.00M","-0.50%"
"2013- 10- 29","177.17","176.63","177.24","176.38","87.40M","0.53%"
"2013- 10- 28","176.23","175.89","176.47","175.70","84.98M","0.16%"
"2013- 10- 25","175.95","175.51","176.00","175.17","93.63M","0.46%"
"2013- 10- 24","175.15","174.92","175.37","174.51","70.35M","0.33%"
"2013- 10- 23","174.57","174.81","174.89","173.96","105.48M","-0.48%"
"2013- 10- 22","175.41","174.91","175.93","174.43","126.66M","0.58%"
"2013- 10- 21","174.40","174.45","174.75","174.01","104.10M","0.01%"
"2013- 10- 18","174.39","173.86","174.51","173.51","138.32M","0.68%"
"2013- 10- 17","173.22","171.37","173.32","171.34","129.39M","0.67%"
"2013- 10- 16","172.07","170.72","172.16","170.63","161.68M","1.40%"
"2013- 10- 15","169.70","170.51","171.15","169.47","155.48M","-0.73%"
"2013- 10- 14","170.94","169.21","171.08","169.08","112.11M","0.40%"
"2013- 10- 11","170.26","168.91","170.32","168.77","105.04M","0.64%"
"2013- 10- 10","169.17","167.29","169.26","167.23","195.95M","2.16%"
"2013- 10- 09","165.60","165.80","166.20","164.53","168.97M","0.07%"
"2013- 10- 08","165.48","167.40","167.62","165.36","178.01M","-1.16%"
"2013- 10- 07","167.43","167.42","168.45","167.25","96.30M","-0.86%"
"2013- 10- 04","168.89","167.75","169.06","167.53","96.88M","0.76%"
"2013- 10- 03","167.62","168.79","168.94","166.84","176.70M","-0.92%"
"2013- 10- 02","169.18","168.35","169.34","167.83","113.35M","-0.09%"
"2013- 10- 01","169.34","168.14","169.50","167.97","127.16M","0.79%"
"2013- 09- 30","168.01","167.48","168.54","167.15","143.94M","-0.53%"
"2013- 09- 27","168.91","168.84","169.14","168.47","99.14M","-0.46%"
"2013- 09- 26","169.69","169.32","170.17","169.05","77.15M","0.38%"
"2013- 09- 25","169.04","169.64","169.98","168.89","117.31M","-0.29%"
"2013- 09- 24","169.53","169.90","170.53","169.21","106.33M","-0.24%"
"2013- 09- 23","169.93","170.49","170.65","169.39","104.62M","-0.46%"
"2013- 09- 20","170.72","172.33","172.33","170.58","132.87M","-1.18%"
"2013- 09- 19","172.76","173.52","173.60","172.59","146.62M","-0.17%"
"2013- 09- 18","173.05","171.01","173.52","170.58","203.46M","1.16%"
"2013- 09- 17","171.07","170.46","171.11","170.46","82.52M","0.45%"
"2013- 09- 16","170.31","171.16","171.24","170.04","126.19M","0.58%"
"2013- 09- 13","169.33","169.13","169.46","168.74","72.73M","0.22%"
"2013- 09- 12","168.95","169.34","169.56","168.72","83.21M","-0.27%"
"2013- 09- 11","169.40","168.64","169.40","168.35","94.55M","0.31%"
"2013- 09- 10","168.87","168.64","168.90","168.26","105.85M","0.74%"
"2013- 09- 09","167.63","166.45","167.73","166.45","87.56M","0.96%"
"2013- 09- 06","166.04","166.51","166.98","164.48","159.76M","0.05%"
"2013- 09- 05","165.96","165.85","166.40","165.73","63.09M","0.13%"
"2013- 09- 04","165.75","164.43","166.03","164.13","97.39M","0.83%"
"2013- 09- 03","164.39","165.23","165.58","163.70","142.38M","0.45%"
"2013- 08- 30","163.65","164.51","164.53","163.17","134.93M","-0.32%"
"2013- 08- 29","164.17","163.55","165.04","163.40","119.20M","0.16%"
"2013- 08- 28","163.91","163.26","164.49","163.05","108.11M","0.36%"
"2013- 08- 27","163.33","164.36","166.00","163.21","158.62M","-1.61%"
"2013- 08- 26","166.00","166.79","167.30","165.89","89.71M","-0.37%"
"2013- 08- 23","166.62","166.55","166.83","165.77","90.89M","0.34%"
"2013- 08- 22","166.06","164.90","166.30","164.89","101.47M","0.91%"
"2013- 08- 21","164.56","165.12","166.03","164.19","159.53M","-0.62%"
"2013- 08- 20","165.58","165.04","166.20","164.86","89.29M","0.49%"
"2013- 08- 19","164.77","165.64","166.21","164.76","96.44M","-0.64%"
"2013- 08- 16","165.83","166.06","166.63","165.50","130.87M","-0.33%"
"2013- 08- 15","166.38","167.41","167.43","166.09","152.93M","-1.40%"
"2013- 08- 14","168.74","169.53","169.80","168.70","79.83M","-0.51%"
"2013- 08- 13","169.61","169.41","169.90","168.41","80.81M","0.30%"
"2013- 08- 12","169.11","168.46","169.31","168.38","68.59M","-0.12%"
"2013- 08- 09","169.31","169.58","170.10","168.72","91.86M","-0.29%"
"2013- 08- 08","169.80","169.98","170.18","168.93","102.18M","0.37%"
"2013- 08- 07","169.18","169.19","169.43","168.55","84.85M","-0.32%"
"2013- 08- 06","169.73","170.37","170.74","169.35","87.49M","-0.57%"
"2013- 08- 05","170.70","170.57","170.96","170.35","54.07M","-0.15%"
"2013- 08- 02","170.95","170.28","170.97","170.05","91.12M","0.17%"
"2013- 08- 01","170.66","169.99","170.81","169.90","110.44M","1.16%"
"2013- 07- 31","168.71","168.94","169.85","168.49","142.39M","0.07%"
"2013- 07- 30","168.59","169.10","169.28","168.19","85.22M","0.00%"
"2013- 07- 29","168.59","168.68","169.06","168.11","79.85M","-0.31%"
"2013- 07- 26","169.11","168.22","169.16","167.52","107.81M","0.11%"
"2013- 07- 25","168.93","168.22","169.08","167.94","111.16M","0.24%"
"2013- 07- 24","168.52","169.79","169.86","168.18","112.91M","-0.37%"
"2013- 07- 23","169.14","169.80","169.83","169.05","80.83M","-0.21%"
"2013- 07- 22","169.50","169.41","169.74","169.01","79.43M","0.20%"
"2013- 07- 19","169.17","168.52","169.23","168.31","103.83M","0.18%"
"2013- 07- 18","168.87","168.31","169.27","168.20","103.62M","0.55%"
"2013- 07- 17","167.95","168.16","168.48","167.73","92.87M","0.25%"
"2013- 07- 16","167.53","168.26","168.36","167.07","88.70M","-0.37%"
"2013- 07- 15","168.16","167.97","168.39","167.68","69.45M","0.39%"
"2013- 07- 12","167.51","167.39","167.93","167.13","104.21M","0.04%"
"2013- 07- 11","167.44","167.11","167.61","165.18","135.59M","1.36%"
"2013- 07- 10","165.19","164.97","165.75","164.63","121.41M","0.04%"
"2013- 07- 09","165.13","164.98","165.33","164.27","119.30M","0.73%"
"2013- 07- 08","163.94","163.86","164.39","163.08","108.09M","0.56%"
"2013- 07- 05","163.02","162.47","163.08","161.30","122.42M","1.08%"
"2013- 07- 03","161.28","160.48","161.77","160.22","75.22M","0.04%"
"2013- 07- 02","161.21","161.12","162.30","160.50","154.86M","-0.09%"
"2013- 07- 01","161.36","161.26","162.48","161.08","131.95M","0.59%"
"2013- 06- 28","160.42","160.63","161.40","159.86","160.40M","-0.41%"
"2013- 06- 27","161.08","161.10","161.82","160.95","129.48M","0.59%"
"2013- 06- 26","160.14","159.87","160.50","159.25","134.85M","0.99%"
"2013- 06- 25","158.57","158.48","160.10","157.42","162.26M","0.96%"
"2013- 06- 24","157.06","157.41","158.43","155.73","222.33M","-1.26%"
"2013- 06- 21","159.07","159.64","159.76","157.47","271.96M","-0.21%"
"2013- 06- 20","159.40","161.86","163.47","158.98","321.26M","-2.48%"
"2013- 06- 19","163.45","165.60","165.89","163.38","206.15M","-1.38%"
"2013- 06- 18","165.74","164.53","165.99","164.52","114.70M","0.79%"
"2013- 06- 17","164.44","164.29","165.22","163.22","136.30M","0.77%"
"2013- 06- 14","163.18","164.03","164.67","162.91","141.20M","-0.63%"
"2013- 06- 13","164.21","161.66","164.50","161.30","163.59M","1.52%"
"2013- 06- 12","161.75","164.22","164.39","161.60","177.36M","-0.83%"
"2013- 06- 11","163.10","163.30","164.54","162.74","159.51M","-1.03%"
"2013- 06- 10","164.80","165.31","165.40","164.37","105.67M","0.00%"
"2013- 06- 07","164.80","163.85","164.95","163.14","188.34M","1.27%"
"2013- 06- 06","162.73","161.20","162.74","160.25","200.23M","0.91%"
"2013- 06- 05","161.27","163.09","163.42","161.13","211.74M","-1.40%"
"2013- 06- 04","163.56","164.44","165.10","162.73","157.63M","-0.48%"
"2013- 06- 03","164.35","163.83","164.46","162.66","168.39M","0.56%"
"2013- 05- 31","163.44","165.37","166.31","163.13","176.85M","-1.44%"
"2013- 05- 30","165.83","165.35","166.59","165.22","107.79M","0.37%"
"2013- 05- 29","165.22","165.42","165.80","164.34","160.36M","-0.65%"
"2013- 05- 28","166.30","167.04","167.78","165.81","143.68M","0.60%"
"2013- 05- 24","165.31","164.47","165.38","163.98","151.57M","-0.08%"
